round,train_loss,test_loss,train_accuracy,test_accuracy
1,4.785332043588845,4.883078128476686,7.936858151476252,7.08
2,3.2755154924466057,4.212665639346159,26.763077663671375,17.67
3,2.759307298043451,4.9628886572922335,37.8209242618742,18.68
4,2.5878971585481265,5.8591148702404166,44.731827663671375,19.49
5,2.3198117489596943,6.298156943502305,50.812339537869065,20.0
6,2.0892722733294544,6.498266847827766,55.304276315789465,20.32
7,1.8663995414114367,6.583181025106696,59.03903241335045,20.99
8,1.6839471296260455,6.536652178703984,62.485959563543005,20.96
9,1.5334677540570438,6.375135077705866,64.52784017971759,21.03
10,1.4042118478264167,6.302239562891707,66.55367458279846,21.49
11,1.340298839943987,6.249028918109363,67.51343870346598,21.46
12,1.2545914803177156,6.067246062846124,69.30259146341463,21.7
13,1.1977415956367454,6.0502929264986065,70.00461328626444,21.68
14,1.1372975517366366,5.903755175916454,71.15793485237484,22.22
15,1.1354263516085217,5.904378830632077,71.13887997432606,21.93
16,1.142924618330754,5.924982312359387,71.08973844672657,22.37
17,1.1541384590692274,5.926461086997503,70.4870025673941,21.64
18,1.133768194281032,5.897270069846624,71.19303594351733,21.66
19,1.0842358132136283,5.891439190393762,72.48375320924262,21.7
20,1.0412087787266866,5.936192953133885,73.07345154043645,21.42
21,1.0183831124668752,5.825547200215014,73.64309210526315,21.48
22,0.9903532072062603,5.799829917617991,74.36717747111682,21.69
23,0.9961105273963105,5.7786016162437726,74.24081354300385,21.23
24,0.9707417569802257,5.764719510380226,74.69010750962772,21.58
25,0.9589049585403657,5.7271051708656024,74.58781290115533,21.74
26,1.002554118064905,5.790320613716222,73.92991816431322,22.18
27,0.9355961628392271,5.774453652055958,75.35702824133504,21.51
28,0.8745565150309675,5.673865420908868,76.80118741976894,22.38
29,0.7804102807078237,5.604045904135402,79.28032734274711,22.23
30,0.7693142227863127,5.5724177058738995,79.24021181001284,22.1
31,1.054986353416749,5.755967441993423,72.54994383825417,21.23
32,0.9617887884157519,5.695631322981436,74.44339698331194,21.75
33,0.7699246328873071,5.56871808329715,78.81599005134788,22.46
34,0.7340484379753489,5.393046367017528,79.93421052631578,22.54
35,0.6613035604878774,5.268511941161337,81.80459724005135,22.91
36,0.6436956904890048,5.172040323667888,82.13855905006419,22.3
37,0.6044280551854332,5.085081396223623,83.28385750962772,22.7
38,0.5934959680982501,4.971067893354198,83.7612323491656,22.8
39,1.3089833968959421,5.281757692747478,66.08331996148908,20.22
40,0.770593098070078,5.453372635418856,79.00954749679076,22.16
41,0.6841067275640477,5.343000568921053,81.27206354300385,22.38
42,0.6351932516399719,5.21679228770582,82.59286745827985,22.88
43,0.6019979849944299,5.099340124975277,83.38414634146342,22.68
44,0.5639121830261626,5.046458250359644,84.23058408215661,22.85
45,0.5750034350949099,5.099685795699494,83.91968870346598,22.42
46,1.3788591913447543,5.134788730476476,64.5368661745828,20.47
47,0.8256652844461696,5.400967622105079,77.7619544287548,22.08
48,0.6305804401771867,5.220050775552098,82.48154685494224,22.99
49,0.5958588145465781,5.189081252375735,83.38615211810013,22.87
50,0.5281383982154833,5.071915807603281,85.27459082156611,22.96
51,0.5062904908933871,4.953660421733614,86.00168485237484,23.19
52,0.4770462444502794,4.801671713213377,86.72276155327343,23.27
53,0.45564497559185224,4.69749449476411,87.50100288831835,22.64
54,0.4476816110807387,4.649501027940195,87.90316110397947,22.92
55,0.43133003440697265,4.550668969939027,88.7185093068036,22.67
56,0.41050096496124266,4.478793956056426,89.40749358151476,23.3
57,0.4068965445468248,4.543874342230302,89.35935494223364,23.16
58,1.0932073645239075,5.0895773851418795,70.76279685494224,21.22
59,0.8164738723360877,5.297825970227206,77.44403883183568,22.08
60,0.6671224189638784,5.371550523782078,81.46662387676508,22.65
61,0.5799257350858447,5.189104768294323,83.8193998716303,23.12
62,0.524849465277946,5.090264821354347,85.31270057766366,22.75
63,0.48610197510942516,4.873868857757954,86.28249358151476,23.13
64,0.4497767162230607,4.697331440599659,87.6674823491656,23.62
65,0.414673611046745,4.550928532322751,88.91708119383826,23.67
66,0.39744054730394096,4.445678958409949,89.44460044929397,23.67
67,0.39381806087344906,4.412352356729628,89.90392329910141,24.19
68,0.379233505417517,4.355567268178433,90.39533857509628,23.49
69,0.36447988313343893,4.3111914954608,90.9830311296534,23.96
70,0.361227402526193,4.302749422532093,91.23375320924262,24.01
71,0.35061225593576156,4.317387813254248,91.37516046213094,23.47
72,0.34974076567317985,4.326487363139285,91.53762836970475,23.89
73,1.0539089133070394,4.930833249152461,71.50493421052632,21.46
74,0.8707236962006133,5.299756726132164,76.20647464698331,21.27
75,0.6372196552092759,5.291859934601603,82.42137355584083,22.96
76,0.5033783789537061,5.037934104098549,85.64766527599487,23.28
77,0.44896436764976944,4.869641732565964,87.3254974326059,23.32
78,0.3983948163847788,4.660666378238533,88.84888478818999,23.85
79,0.38624485194595815,4.483611429793926,89.66623876765082,23.97
80,0.3811899701278424,4.373749911030637,90.0503449935815,23.85
81,0.3567518490058782,4.248259191271625,91.20968388960206,23.87
82,0.3492338262003776,4.165028855770449,91.85654685494224,23.67
83,0.32965176500727983,4.093595199947115,92.60169287548139,24.02
84,0.3212961944085882,4.049166664292541,93.17935654685495,24.25
85,0.31698907931613457,4.025082992601998,93.33380134788189,24.49
86,0.30789854640586467,3.998503672925732,93.73194801026958,24.23
87,0.3005998570011286,4.019769182688074,93.89441591784339,24.25
88,0.28932499819116,4.131497543069381,93.71790757381258,24.05
89,1.0636714053934897,4.86860428580755,71.22713414634147,22.13
90,0.7969701482718149,5.168348149408268,78.02872272143773,22.33
91,0.557535743213296,5.035572221007528,84.21152920410783,23.3
92,0.4257386608083503,4.828460617910458,87.88009467265725,24.54
93,0.3848380894269619,4.611787738679331,89.16980905006419,24.35
94,0.3602343695697915,4.433903528165214,90.14160783055199,24.52
95,0.33750274455023355,4.279321151443675,91.25180519897305,24.58
96,0.3304349779417103,4.157714131512219,91.92875481386393,24.96
97,0.3147697771401491,4.063547650470009,92.6267650834403,24.83
98,0.29873205765630506,3.989806202393544,93.56847721437741,25.24
99,0.2955876342288624,3.932263977919953,93.90845635430038,25.06
100,0.28300207575687286,3.915552742873566,94.29657413350449,24.99
